"","l1","l2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"s.1009","heraufsetzen|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1010","herausgehoben|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1011","herausragen|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1012","herrlich|ADJX","0.4821","herrlichst","herrlicheren","herrlicherem","herrlichste","herrlichstes","herrlichster","herrlichere","herrlicheres","herrlicherer","herrlichstem","herrlichsten","herrlichen","herrlicher","herrliches","herrliche","herrlichem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1013","herrschaftlich|ADJX","0.0040","herrschaftlicheren","herrschaftlicherem","herrschaftlichste","herrschaftlichere","herrschaftlichstem","herrschaftlichem","herrschaftlichen","herrschaftlicher","herrschaftlichst","herrschaftliches","herrschaftlichsten","herrschaftliche","herrschaftlichstes","herrschaftlicheres","herrschaftlichster","herrschaftlicherer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1014","hervorragend|ADJX","0.5891","hervorragendstes","hervorragendster","hervorragendere","hervorragendstem","hervorragendsten","hervorragendste","hervorragender","hervorragendes","hervorragendst","hervorragenden","hervorragendem","hervorragenderen","hervorragenderer","hervorragenderem","hervorragende","hervorragenderes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1015","herzig|ADJX","0.0040","herzigste","herzigen","herzigem","herzigster","herzigere","herzigstes","herzigstem","herzigsten","herzigst","herzige","herzigerer","herzigeres","herzigerem","herzigeren","herziger","herziges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1016","herzlich|ADJX","0.0040","herzlicherer","herzlicheres","herzlichem","herzlichere","herzlichstes","herzliches","herzlicher","herzlichster","herzlichen","herzlichstem","herzlichsten","herzlichste","herzlicherem","herzliche","herzlicheren","herzlichst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1017","hilfreich|ADJX","0.0926","hilfreiche","hilfreichste","hilfreicherem","hilfreicheren","hilfreichere","hilfreichsten","hilfreicher","hilfreiches","hilfreichstem","hilfreichster","hilfreichem","hilfreichstes","hilfreichen","hilfreichst","hilfreicherer","hilfreicheres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1018","hilfsbereit|ADJX","0.3377","hilfsbereiteste","hilfsbereitestem","hilfsbereitesten","hilfsbereitem","hilfsbereiteren","hilfsbereiterem","hilfsbereitestes","hilfsbereitester","hilfsbereite","hilfsbereiten","hilfsbereitere","hilfsbereites","hilfsbereiter","hilfsbereiteres","hilfsbereiterer","hilfsbereitest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1019","himmlisch|ADJX","0.2088","himmlischster","himmlischstes","himmlischerer","himmlischeres","himmlisches","himmlischeren","himmlischste","himmlischer","himmlische","himmlischstem","himmlischsten","himmlischen","himmlischem","himmlischere","himmlischst","himmlischerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1020","hinausgehend|ADJX","0.0040","hinausgehendste","hinausgehendster","hinausgehende","hinausgehenden","hinausgehendstes","hinausgehendem","hinausgehendstem","hinausgehendsten","hinausgehendes","hinausgehender","hinausgehenderes","hinausgehenderer","hinausgehendst","hinausgehendere","hinausgehenderen","hinausgehenderem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1021","hingeben|VVINF","0.0762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1022","hinhauen|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1023","hinreichend|ADJX","0.0040","hinreichendem","hinreichendstes","hinreichenden","hinreichendst","hinreichendster","hinreichendstem","hinreichendsten","hinreichende","hinreichendes","hinreichendste","hinreichender","hinreichenderes","hinreichenderer","hinreichendere","hinreichenderen","hinreichenderem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1024","hinreißend|ADJX","0.0841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1025","hinterlassen|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1026","hinzufügen|VVINF","0.0040","hinzufüg","hinzufügten","hinzugefügt","hinzufügst","hinzufügtest","hinzufügte","hinzufügt","hinzufüge","hinzufüget","hinzufügest","hinzufügtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1027","hinzunehmen|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1028","historisch|ADJX","0.0040","historisches","historischer","historischere","historischstem","historischsten","historischeren","historischerem","historischste","historischster","historische","historischeres","historischstes","historischerer","historischen","historischem","historischst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1029","hoch|ADJX","0.0040","hochem","hochen","höchere","höcher","höchstes","hoche","hocher","höchster","hoches","höchst","höchste","höchstem","höchsten","höcherer","höcheres","höcheren","höcherem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1030","hochattraktiv|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1031","hochgestellt|ADJX","0.0040","hochgestellterer","hochgestellteres","hochgestellteren","hochgestelltster","hochgestelltstes","hochgestelltste","hochgestelltsten","hochgestelltstem","hochgestellte","hochgestelltes","hochgestelltst","hochgestelltere","hochgestellten","hochgestellterem","hochgestelltem","hochgestellter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1032","hochgradig|ADJX","0.0040","hochgradigstes","hochgradigen","hochgradigster","hochgradigem","hochgradiger","hochgradigst","hochgradigsten","hochgradigstem","hochgradiges","hochgradigerem","hochgradigeren","hochgradigste","hochgradige","hochgradigerer","hochgradigeres","hochgradigere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1033","hochhalten|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1034","hochheben|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1035","hochkarätig|ADJX","0.0040","hochkarätigerer","hochkarätigeres","hochkarätige","hochkarätigerem","hochkarätigeren","hochkarätigere","hochkarätigem","hochkarätigsten","hochkarätigen","hochkarätigstes","hochkarätigster","hochkarätigst","hochkarätiges","hochkarätigste","hochkarätiger","hochkarätigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1036","hochklassig|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1037","hochrangig|ADJX","0.0040","hochrangiges","hochrangigere","hochrangige","hochrangigstes","hochrangigster","hochrangigst","hochrangigsten","hochrangigeren","hochrangigerer","hochrangigeres","hochrangigstem","hochrangigen","hochrangigem","hochrangigste","hochrangiger","hochrangigerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1038","hochtreibend|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1039","hochwertig|ADJX","0.0849","hochwertigem","hochwertigen","hochwertige","hochwertiger","hochwertigere","hochwertiges","hochwertigerem","hochwertigeren","hochwertigstem","hochwertigste","hochwertigerer","hochwertigeres","hochwertigsten","hochwertigstes","hochwertigster","hochwertigst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1040","hoffen|VVINF","0.2318","hofft","hofften","hoffe","hoff","gehofft","hoffest","hofftest","hoffte","hoffst","hoffet","hofftet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1041","hoffnungsfroh|ADJX","0.0040","hoffnungsfrohstes","hoffnungsfroheres","hoffnungsfrohes","hoffnungsfroher","hoffnungsfrohster","hoffnungsfrohen","hoffnungsfrohem","hoffnungsfrohstem","hoffnungsfrohsten","hoffnungsfrohe","hoffnungsfroherer","hoffnungsfroherem","hoffnungsfroheren","hoffnungsfrohere","hoffnungsfrohste","hoffnungsfrohst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1042","hoffnungsvoll|ADJX","0.1853","hoffnungsvollsten","hoffnungsvollerem","hoffnungsvolleren","hoffnungsvollstem","hoffnungsvollem","hoffnungsvollere","hoffnungsvollen","hoffnungsvollerer","hoffnungsvollste","hoffnungsvolle","hoffnungsvollst","hoffnungsvollstes","hoffnungsvoller","hoffnungsvolleres","hoffnungsvolles","hoffnungsvollster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1043","human|ADJX","0.0040","humanstes","humanere","humanster","humaneres","humansten","humanstem","humanerer","humaneren","humanerem","humanes","humaner","humanste","humane","humanst","humanem","humanen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1044","humanitär|ADJX","0.0040","humanitären","humanitärem","humanitäreres","humanitärstem","humanitärerer","humanitärst","humanitärere","humanitärster","humanitäreren","humanitärstes","humanitäre","humanitäres","humanitärsten","humanitärer","humanitärste","humanitärerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1045","humorvoll|ADJX","0.317","humorvollstem","humorvollsten","humorvollere","humorvollster","humorvollstes","humorvolle","humorvollst","humorvollen","humorvollste","humorvollem","humorvoller","humorvollerer","humorvolleres","humorvolles","humorvollerem","humorvolleren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1046","hundertprozentig|ADJX","0.0796","hundertprozentigste","hundertprozentigeres","hundertprozentigerer","hundertprozentiges","hundertprozentiger","hundertprozentigst","hundertprozentigen","hundertprozentigem","hundertprozentigstem","hundertprozentigsten","hundertprozentige","hundertprozentigerem","hundertprozentigstes","hundertprozentigeren","hundertprozentigster","hundertprozentigere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1047","höchstmöglich|ADJX","0.0040","höchstmöglichster","höchstmöglicherem","höchstmöglichstes","höchstmöglichere","höchstmöglicheren","höchstmöglicheres","höchstmöglicherer","höchstmöglichsten","höchstmöglichstem","höchstmöglichen","höchstmöglichem","höchstmöglichst","höchstmögliches","höchstmöglicher","höchstmöglichste","höchstmögliche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1048","höflich|ADJX","0.0040","höflichere","höfliches","höflichem","höflichen","höflicher","höflicherem","höflicheren","höflichste","höflichst","höflicherer","höflicheres","höflichster","höflichstes","höfliche","höflichsten","höflichstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1049","hörenswert|ADJX","0.0040","hörenswerten","hörenswertestem","hörenswertesten","hörenswertem","hörenswertestes","hörenswerteste","hörenswertester","hörenswertest","hörenswerterer","hörenswerteres","hörenswerter","hörenswerteren","hörenswerterem","hörenswertes","hörenswertere","hörenswerte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1050","hübsch|ADJX","0.4629","hübsche","hübschsten","hübschstem","hübschere","hübscherem","hübschstes","hübschster","hübscher","hübscheren","hübschst","hübschen","hübscherer","hübschem","hübscheres","hübsches","hübschste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1051","ideal|ADJX","0.0937","idealstes","idealerer","ideales","idealer","idealerem","idealeren","idealster","idealst","idealsten","idealen","idealste","idealstem","idealem","ideale","idealere","idealeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1052","idyllisch|ADJX","0.0040","idyllischer","idyllisches","idyllischem","idyllischen","idyllischst","idyllischste","idyllischstem","idyllischsten","idyllischere","idyllischeres","idyllischstes","idyllischerer","idyllischerem","idyllischster","idyllische","idyllischeren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1053","illustre|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1054","immens|ADJX","0.0040","immensere","immensestem","immensesten","immenses","immenser","immenseres","immensester","immensestes","immensen","immensem","immenserer","immenseren","immenserem","immensest","immenseste","immense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1055","imponierend|ADJX","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1056","imposant|ADJX","0.0040","imposantem","imposantest","imposanteste","imposanterem","imposanteren","imposantere","imposantesten","imposantester","imposantestes","imposanterer","imposanter","imposanteres","imposantes","imposanten","imposante","imposantestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1057","inbrünstig|ADJX","0.0040","inbrünstigeren","inbrünstigerem","inbrünstige","inbrünstigsten","inbrünstiges","inbrünstiger","inbrünstigstes","inbrünstigster","inbrünstigem","inbrünstigere","inbrünstigen","inbrünstigstem","inbrünstigst","inbrünstigerer","inbrünstigste","inbrünstigeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1058","individuell|ADJX","0.0040","individuellerem","individuellstes","individuelleren","individuellster","individuellere","individuellsten","individuellstem","individuellen","individuelle","individueller","individuelles","individuellste","individuellem","individuellst","individuellerer","individuelleres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1059","ingeniös|ADJX","0.0040","ingeniösesten","ingeniöserer","ingeniöseres","ingeniöserem","ingeniöseren","ingeniösestem","ingeniösester","ingeniösestes","ingeniösere","ingeniöser","ingeniöses","ingeniöseste","ingeniösen","ingeniösest","ingeniöse","ingeniösem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1060","innovativ|ADJX","0.3302","innovativeren","innovativerem","innovativeres","innovativerer","innovativere","innovatives","innovativstem","innovativsten","innovativer","innovativster","innovativem","innovativstes","innovativen","innovativste","innovative","innovativst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1061","inspirieren|VVINF","0.0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1062","inspirierend|ADJX","0.0786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1063","intakt|ADJX","0.0040","intakterer","intakte","intakteres","intakteren","intakterem","intaktere","intaktestes","intaktester","intaktem","intakten","intakter","intaktes","intakteste","intaktestem","intaktesten","intaktest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1064","integer|ADJX","0.0040","integerste","integrerem","integerstem","integre","integreren","integersten","integrerer","integreres","integerster","integerstes","integrer","integres","integrem","integren","integrere","integerst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1065","integrieren|VVINF","0.0908","integrierten","integriertest","integriert","integrierte","integriertet","integrierst","integrieret","integrierest","integrier","integriere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1066","intelligent|ADJX","0.1238","intelligenteren","intelligenterem","intelligentestem","intelligentestes","intelligentester","intelligentem","intelligentesten","intelligenten","intelligentere","intelligenter","intelligentes","intelligente","intelligenterer","intelligentest","intelligenteres","intelligenteste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1067","intensiv|ADJX","0.0040","intensive","intensiverer","intensivere","intensiveres","intensivst","intensivste","intensivsten","intensivstem","intensivster","intensivstes","intensiverem","intensives","intensiver","intensiveren","intensiven","intensivem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1068","interessant|ADJX","0.2488","interessantestes","interessantester","interessanteste","interessantere","interessantestem","interessantesten","interessanterem","interessantest","interessantes","interessanter","interessanteren","interessante","interessanten","interessanteres","interessantem","interessanterer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1069","interessieren|VVINF","0.0040","interessierest","interessier","interessiertet","interessiert","interessiere","interessierst","interessierte","interessiertest","interessierten","interessieret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1070","interessiert|ADJX","0.0040","interessierteren","interessierterem","interessierteste","interessiertes","interessierter","interessierte","interessierten","interessiertest","interessiertester","interessiertestes","interessiertem","interessiertesten","interessierteres","interessierterer","interessiertestem","interessiertere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1071","investieren|VVINF","0.0040","investierte","investierest","investierten","investierst","investieret","investier","investiertest","investiertet","investiere","investiert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1072","jubeln|VVINF","0.0756","jubeltest","jubelten","jubl","jubelst","jubel","gejubelt","jubeltet","juble","jubelt","jubelen","jubele","jubelte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1073","kinderleicht|ADJX","0.0040","kinderleichteres","kinderleichterer","kinderleichtste","kinderleichter","kinderleichtsten","kinderleichtstem","kinderleichtes","kinderleichtstes","kinderleichten","kinderleichtster","kinderleichtem","kinderleichteren","kinderleichterem","kinderleichte","kinderleichtere","kinderleichtst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1074","klaglos|ADJX","0.0040","klaglosere","klaglosestem","klaglosesten","klaglose","klaglosestes","klaglosester","klagloseste","klagloserem","klagloseren","klagloseres","klagloserer","klaglosest","klaglosem","klaglosen","klagloses","klagloser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1075","klar|ADJX","0.0040","klaren","klareres","klarem","klarerer","klarer","klareren","klarstes","klarerem","klarster","klarere","klarst","klarste","klarstem","klarsten","klares","klare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1076","klasse|ADJX","0.3474","klassestes","klassester","klassee","klassees","klasseer","klasseeres","klasseste","klasseeren","klasseerem","klasseerer","klassesten","klasseem","klassestem","klasseen","klassest","klasseere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1077","klassisch|ADJX","0.0040","klassisches","klassische","klassischer","klassischste","klassischen","klassischerer","klassischeres","klassischerem","klassischere","klassischeren","klassischem","klassischstem","klassischsten","klassischstes","klassischst","klassischster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1078","klettern|VVINF","0.457","kletteren","kletterst","kletterten","klettertest","geklettert","klettert","klettere","klettertet","kletter","kletterte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1079","klimatisiert|VVINF","0.0040","klimatisiertste","klimatisierterer","klimatisierteres","klimatisierteren","klimatisiertster","klimatisiertere","klimatisiertstes","klimatisierterem","klimatisiertstem","klimatisiertsten","klimatisiertst","klimatisierte","klimatisiertes","klimatisierter","klimatisiertem","klimatisierten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1080","klug|ADJX","0.3532","klügsten","klügstem","kluge","kluger","kluges","klügste","klügster","klügstes","klüger","klügere","klügst","klugen","klügerem","klügeren","klugem","klügerer","klügeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1081","klären|VVINF","0.0040","klärtest","klärest","geklärt","klärten","klär","klärt","klärst","kläre","kläret","klärtet","klärte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1082","knorke|ADJX","0.0040","knorkeste","knorken","knorkem","knorkerer","knorkere","knorkerem","knorkeren","knorkestes","knorkester","knorkeres","knorkesten","knorkestem","knorker","knorkes","knorkest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1083","knuddelig|ADJX","0.2086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1084","knuffig|ADJX","0.0974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1085","kollegial|ADJX","0.0809","kollegialer","kollegiales","kollegialst","kollegialere","kollegialen","kollegialem","kollegialeren","kollegialsten","kollegialstes","kollegialerem","kollegialster","kollegialste","kollegiale","kollegialeres","kollegialstem","kollegialerer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1086","komfortabel|ADJX","0.08","komfortabelst","komfortabler","komfortables","komfortabelstes","komfortable","komfortabelster","komfortablem","komfortablen","komfortabelsten","komfortabelstem","komfortablerem","komfortableren","komfortablerer","komfortabelste","komfortableres","komfortablere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1087","kommod|ADJX","0.0040","kommodestem","kommodesten","kommoderem","kommoderen","kommodestes","kommodester","kommodere","kommodes","kommoder","kommoderes","kommodest","kommodeste","kommoderer","kommode","kommoden","kommodem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1088","kommunikativ|ADJX","0.0040","kommunikativerer","kommunikativste","kommunikativeres","kommunikativeren","kommunikativerem","kommunikativster","kommunikativstes","kommunikativen","kommunikativsten","kommunikativstem","kommunikatives","kommunikative","kommunikativer","kommunikativere","kommunikativst","kommunikativem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1089","kompatibel|ADJX","0.0040","kompatibelstem","kompatibelsten","kompatibelster","kompatibelstes","kompatiblerer","kompatibelst","kompatibleres","kompatibelste","kompatiblem","kompatiblen","kompatibles","kompatiblerem","kompatibler","kompatibleren","kompatiblere","kompatible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1090","kompensieren|VVINF","0.0040","kompensierte","kompensierest","kompensierst","kompensier","kompensierten","kompensiertest","kompensiere","kompensiert","kompensiertet","kompensieret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1091","kompetent|ADJX","0.0789","kompetentesten","kompetentestem","kompetentestes","kompetentester","kompetentere","kompetenten","kompetenteres","kompetentem","kompetenterer","kompetentes","kompetenter","kompetente","kompetenteste","kompetenteren","kompetenterem","kompetentest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1092","komplett|ADJX","0.0040","komplettester","kompletteste","komplettestes","komplettest","kompletter","komplettes","komplettem","kompletten","kompletteres","kompletterer","komplette","komplettesten","kompletterem","komplettere","komplettestem","kompletteren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1093","konfliktfrei|ADJX","0.0040","konfliktfreieres","konfliktfreies","konfliktfreiste","konfliktfreie","konfliktfreierer","konfliktfreieren","konfliktfreierem","konfliktfreiere","konfliktfreist","konfliktfreistem","konfliktfreister","konfliktfreisten","konfliktfreistes","konfliktfreien","konfliktfreiem","konfliktfreier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
