"","word","values"
"1979","achtloser","-0.0048"
"1980","achtlosen","-0.0048"
"1981","achtlosem","-0.0048"
"1982","achtloserem","-0.0048"
"1983","aggressiv","-0.4484"
"1984","aggressivst","-0.4484"
"1985","aggressiveren","-0.4484"
"1986","aggressiverem","-0.4484"
"1987","aggressivster","-0.4484"
"1988","aggressiverer","-0.4484"
"1989","aggressiven","-0.4484"
"1990","aggressivem","-0.4484"
"1991","aggressivsten","-0.4484"
"1992","aggressives","-0.4484"
"1993","aggressivste","-0.4484"
"1994","aggressiver","-0.4484"
"1995","aggressivstem","-0.4484"
"1996","aggressiveres","-0.4484"
"1997","aggressivstes","-0.4484"
"1998","aggressivere","-0.4484"
"1999","aggressive","-0.4484"
"2000","alarmieren","-0.0048"
"2001","alarmiertest","-0.0048"
"2002","alarmieret","-0.0048"
"2003","alarmierten","-0.0048"
"2004","alarmiere","-0.0048"
"2005","alarmiertet","-0.0048"
"2006","alarmier","-0.0048"
"2007","alarmierest","-0.0048"
"2008","alarmierst","-0.0048"
"2009","alarmierte","-0.0048"
"2010","alarmiert","-0.0048"
"2011","alkoholisiert","-0.0048"
"2012","alkoholisierten","-0.0048"
"2013","alkoholisiertem","-0.0048"
"2014","alkoholisierteste","-0.0048"
"2015","alkoholisierte","-0.0048"
"2016","alkoholisiertester","-0.0048"
"2017","alkoholisiertestes","-0.0048"
"2018","alkoholisiertes","-0.0048"
"2019","alkoholisiertest","-0.0048"
"2020","alkoholisiertesten","-0.0048"
"2021","alkoholisierter","-0.0048"
"2022","alkoholisiertestem","-0.0048"
"2023","alkoholisierterer","-0.0048"
"2024","alkoholisiertere","-0.0048"
"2025","alkoholisierteres","-0.0048"
"2026","alkoholisierteren","-0.0048"
"2027","alkoholisierterem","-0.0048"
"2028","alt","-0.0048"
"2029","alte","-0.0048"
"2030","altem","-0.0048"
"2031","alten","-0.0048"
"2032","ältest","-0.0048"
"2033","alter","-0.0048"
"2034","altes","-0.0048"
"2035","älteres","-0.0048"
"2036","ältester","-0.0048"
"2037","älterer","-0.0048"
"2038","älter","-0.0048"
"2039","ältere","-0.0048"
"2040","älterem","-0.0048"
"2041","ältestem","-0.0048"
"2042","ältesten","-0.0048"
"2043","älteren","-0.0048"
"2044","älteste","-0.0048"
"2045","ältestes","-0.0048"
"2046","altmodisch","-0.0382"
"2047","altmodische","-0.0382"
"2048","altmodischstes","-0.0382"
"2049","altmodischere","-0.0382"
"2050","altmodischeres","-0.0382"
"2051","altmodischster","-0.0382"
"2052","altmodischerer","-0.0382"
"2053","altmodischstem","-0.0382"
"2054","altmodischsten","-0.0382"
"2055","altmodischer","-0.0382"
"2056","altmodisches","-0.0382"
"2057","altmodischem","-0.0382"
"2058","altmodischen","-0.0382"
"2059","altmodischste","-0.0382"
"2060","altmodischst","-0.0382"
"2061","altmodischeren","-0.0382"
"2062","altmodischerem","-0.0382"
"2063","amateurhaft","-0.4485"
"2064","amateurhaftes","-0.4485"
"2065","amateurhaftestes","-0.4485"
"2066","amateurhafterem","-0.4485"
"2067","amateurhaftester","-0.4485"
"2068","amateurhaftem","-0.4485"
"2069","amateurhaften","-0.4485"
"2070","amateurhaftestem","-0.4485"
"2071","amateurhaftesten","-0.4485"
"2072","amateurhaftest","-0.4485"
"2073","amateurhafte","-0.4485"
"2074","amateurhafter","-0.4485"
"2075","amateurhafteren","-0.4485"
"2076","amateurhafterer","-0.4485"
"2077","amateurhaftere","-0.4485"
"2078","amateurhafteres","-0.4485"
"2079","amateurhafteste","-0.4485"
"2080","ambivalent","-0.4628"
"2081","ambivalenterer","-0.4628"
"2082","ambivalentestem","-0.4628"
"2083","ambivalentesten","-0.4628"
"2084","ambivalentem","-0.4628"
"2085","ambivalenteren","-0.4628"
"2086","ambivalenterem","-0.4628"
"2087","ambivalentestes","-0.4628"
"2088","ambivalentester","-0.4628"
"2089","ambivalenten","-0.4628"
"2090","ambivalentes","-0.4628"
"2091","ambivalenter","-0.4628"
"2092","ambivalenteste","-0.4628"
"2093","ambivalenteres","-0.4628"
"2094","ambivalentest","-0.4628"
"2095","ambivalente","-0.4628"
"2096","ambivalentere","-0.4628"
"2097","androhen","-0.0048"
"2098","angedroht","-0.0048"
"2099","androhte","-0.0048"
"2100","androhest","-0.0048"
"2101","androhtest","-0.0048"
"2102","androhet","-0.0048"
"2103","androh","-0.0048"
"2104","androhst","-0.0048"
"2105","androhe","-0.0048"
"2106","androhten","-0.0048"
"2107","androht","-0.0048"
"2108","androhtet","-0.0048"
"2109","anfällig","-0.1884"
"2110","anfällige","-0.1884"
"2111","anfälligstes","-0.1884"
"2112","anfälligster","-0.1884"
"2113","anfälligerem","-0.1884"
"2114","anfälliges","-0.1884"
"2115","anfälliger","-0.1884"
"2116","anfälligeren","-0.1884"
"2117","anfälligsten","-0.1884"
"2118","anfälligem","-0.1884"
"2119","anfälligste","-0.1884"
"2120","anfälligstem","-0.1884"
"2121","anfälligen","-0.1884"
"2122","anfälligeres","-0.1884"
"2123","anfälligerer","-0.1884"
"2124","anfälligere","-0.1884"
"2125","anfälligst","-0.1884"
"2126","angespannt","-0.4744"
"2127","angespannterer","-0.4744"
"2128","angespannten","-0.4744"
"2129","angespannteres","-0.4744"
"2130","angespanntestem","-0.4744"
"2131","angespanntesten","-0.4744"
"2132","angespanntem","-0.4744"
"2133","angespannteren","-0.4744"
"2134","angespannte","-0.4744"
"2135","angespannterem","-0.4744"
"2136","angespanntester","-0.4744"
"2137","angespanntestes","-0.4744"
"2138","angespanntere","-0.4744"
"2139","angespanntes","-0.4744"
"2140","angespannter","-0.4744"
"2141","angespanntest","-0.4744"
"2142","angespannteste","-0.4744"
"2143","angestrengt","-0.0415"
"2144","angestrengteste","-0.0415"
"2145","angestrengtestes","-0.0415"
"2146","angestrengten","-0.0415"
"2147","angestrengte","-0.0415"
"2148","angestrengtem","-0.0415"
"2149","angestrengtes","-0.0415"
"2150","angestrengter","-0.0415"
"2151","angestrengterer","-0.0415"
"2152","angestrengtester","-0.0415"
"2153","angestrengteres","-0.0415"
"2154","angestrengterem","-0.0415"
"2155","angestrengteren","-0.0415"
"2156","angestrengtestem","-0.0415"
"2157","angestrengtesten","-0.0415"
"2158","angestrengtere","-0.0415"
"2159","angestrengtest","-0.0415"
"2160","angetrunken","-0.0048"
"2161","angetrunkenen","-0.0048"
"2162","angetrunkenem","-0.0048"
"2163","angetrunkener","-0.0048"
"2164","angetrunkene","-0.0048"
"2165","angetrunknerer","-0.0048"
"2166","angetrunkenst","-0.0048"
"2167","angetrunkneren","-0.0048"
"2168","angetrunknerem","-0.0048"
"2169","angetrunknere","-0.0048"
"2170","angetrunkenere","-0.0048"
"2171","angetrunkeneren","-0.0048"
"2172","angetrunkneres","-0.0048"
"2173","angetrunkenerer","-0.0048"
"2174","angetrunkeneres","-0.0048"
"2175","angetrunkner","-0.0048"
"2176","angetrunkenste","-0.0048"
"2177","angetrunkenes","-0.0048"
"2178","angetrunkenstem","-0.0048"
"2179","angetrunkenster","-0.0048"
"2180","angetrunkensten","-0.0048"
"2181","angetrunkenstes","-0.0048"
"2182","angetrunkenerem","-0.0048"
"2183","angreifen","-0.0464"
"2184","anklagen","-0.0048"
"2185","anklagten","-0.0048"
"2186","anklagtet","-0.0048"
"2187","anklagest","-0.0048"
"2188","anklage","-0.0048"
"2189","angeklagt","-0.0048"
"2190","anklagt","-0.0048"
"2191","anklag","-0.0048"
"2192","anklaget","-0.0048"
"2193","anklagst","-0.0048"
"2194","anklagtest","-0.0048"
"2195","anklagte","-0.0048"
"2196","anmaßen","-0.0048"
"2197","anmaßtet","-0.0048"
"2198","anmaßest","-0.0048"
"2199","anmaßtest","-0.0048"
"2200","anmaßt","-0.0048"
"2201","anmaße","-0.0048"
"2202","anmaßten","-0.0048"
"2203","angemaßt","-0.0048"
"2204","anmaß","-0.0048"
"2205","anmaßet","-0.0048"
"2206","anmaßte","-0.0048"
"2207","annullieren","-0.3149"
"2208","annulliertet","-0.3149"
"2209","annulliert","-0.3149"
"2210","annulliere","-0.3149"
"2211","annullierst","-0.3149"
"2212","annullierte","-0.3149"
"2213","annullier","-0.3149"
"2214","annullierest","-0.3149"
"2215","annulliertest","-0.3149"
"2216","annullierten","-0.3149"
"2217","annullieret","-0.3149"
"2218","anschießen","-0.0048"
"2219","anspannen","-0.0444"
"2220","anspannte","-0.0444"
"2221","anspannt","-0.0444"
"2222","anspanne","-0.0444"
"2223","anspannten","-0.0444"
"2224","anspann","-0.0444"
"2225","angespannt","-0.0444"
"2226","anspanntet","-0.0444"
"2227","anspanntest","-0.0444"
"2228","anspannst","-0.0444"
"2229","anspannet","-0.0444"
"2230","anspannest","-0.0444"
"2231","anstrengen","-0.0048"
"2232","anstrengtet","-0.0048"
"2233","anstrengest","-0.0048"
"2234","anstrenget","-0.0048"
"2235","angestrengt","-0.0048"
"2236","anstrengtest","-0.0048"
"2237","anstreng","-0.0048"
"2238","anstrengte","-0.0048"
"2239","anstrengten","-0.0048"
"2240","anstrengt","-0.0048"
"2241","anstrengst","-0.0048"
"2242","anstrenge","-0.0048"
"2243","anstrengend","-0.0048"
"2244","anstrengendem","-0.0048"
"2245","anstrengendsten","-0.0048"
"2246","anstrengenden","-0.0048"
"2247","anstrengenderes","-0.0048"
"2248","anstrengendstem","-0.0048"
"2249","anstrengenderer","-0.0048"
"2250","anstrengendster","-0.0048"
"2251","anstrengendes","-0.0048"
"2252","anstrengender","-0.0048"
"2253","anstrengendste","-0.0048"
"2254","anstrengenderen","-0.0048"
"2255","anstrengenderem","-0.0048"
"2256","anstrengendere","-0.0048"
"2257","anstrengende","-0.0048"
"2258","anstrengendstes","-0.0048"
"2259","anstrengendst","-0.0048"
"2260","anstößig","-0.0048"
"2261","anstößigst","-0.0048"
"2262","anstößigster","-0.0048"
"2263","anstößigerer","-0.0048"
"2264","anstößigstes","-0.0048"
"2265","anstößigerem","-0.0048"
"2266","anstößigeren","-0.0048"
"2267","anstößigste","-0.0048"
"2268","anstößiger","-0.0048"
"2269","anstößiges","-0.0048"
"2270","anstößigere","-0.0048"
"2271","anstößigen","-0.0048"
"2272","anstößigem","-0.0048"
"2273","anstößigsten","-0.0048"
"2274","anstößigeres","-0.0048"
"2275","anstößigstem","-0.0048"
"2276","anstößige","-0.0048"
"2277","antiquiert","-0.0048"
"2278","antiquiertes","-0.0048"
"2279","antiquiertere","-0.0048"
"2280","antiquierter","-0.0048"
"2281","antiquiertestem","-0.0048"
"2282","antiquiertesten","-0.0048"
"2283","antiquiertester","-0.0048"
"2284","antiquierterem","-0.0048"
"2285","antiquiertestes","-0.0048"
"2286","antiquierteren","-0.0048"
"2287","antiquierteres","-0.0048"
"2288","antiquierte","-0.0048"
"2289","antiquierterer","-0.0048"
"2290","antiquierteste","-0.0048"
"2291","antiquierten","-0.0048"
"2292","antiquiertem","-0.0048"
"2293","antiquiertest","-0.0048"
"2294","anzünden","-0.3333"
"2295","apathisch","-0.3252"
"2296","apathischerem","-0.3252"
"2297","apathischeren","-0.3252"
"2298","apathischste","-0.3252"
"2299","apathischerer","-0.3252"
"2300","apathischem","-0.3252"
"2301","apathischster","-0.3252"
"2302","apathischen","-0.3252"
"2303","apathischst","-0.3252"
"2304","apathischstes","-0.3252"
"2305","apathischstem","-0.3252"
"2306","apathischsten","-0.3252"
"2307","apathischer","-0.3252"
"2308","apathischere","-0.3252"
"2309","apathischeres","-0.3252"
"2310","apathisches","-0.3252"
"2311","apathische","-0.3252"
"2312","apokalyptisch","-0.0048"
"2313","apokalyptischeren","-0.0048"
"2314","apokalyptischen","-0.0048"
"2315","apokalyptischerem","-0.0048"
"2316","apokalyptischst","-0.0048"
"2317","apokalyptischem","-0.0048"
"2318","apokalyptischstes","-0.0048"
"2319","apokalyptischster","-0.0048"
"2320","apokalyptischsten","-0.0048"
"2321","apokalyptisches","-0.0048"
"2322","apokalyptischstem","-0.0048"
"2323","apokalyptischer","-0.0048"
"2324","apokalyptischere","-0.0048"
"2325","apokalyptischste","-0.0048"
"2326","apokalyptische","-0.0048"
"2327","apokalyptischerer","-0.0048"
"2328","apokalyptischeres","-0.0048"
"2329","arbeitslos","-0.3426"
"2330","arbeitslosere","-0.3426"
"2331","arbeitslose","-0.3426"
"2332","arbeitslosst","-0.3426"
"2333","arbeitsloserer","-0.3426"
"2334","arbeitsloseres","-0.3426"
"2335","arbeitsloserem","-0.3426"
"2336","arbeitsloseren","-0.3426"
"2337","arbeitslosste","-0.3426"
"2338","arbeitsloses","-0.3426"
"2339","arbeitsloser","-0.3426"
"2340","arbeitslosster","-0.3426"
"2341","arbeitslosstes","-0.3426"
"2342","arbeitslossten","-0.3426"
"2343","arbeitslosstem","-0.3426"
"2344","arbeitslosem","-0.3426"
"2345","arbeitslosen","-0.3426"
"2346","archaisch","-0.0048"
"2347","archaische","-0.0048"
"2348","archaischstem","-0.0048"
"2349","archaischst","-0.0048"
"2350","archaischsten","-0.0048"
"2351","archaischstes","-0.0048"
"2352","archaischste","-0.0048"
"2353","archaischster","-0.0048"
"2354","archaischeren","-0.0048"
"2355","archaischeres","-0.0048"
"2356","archaischerer","-0.0048"
"2357","archaischere","-0.0048"
"2358","archaisches","-0.0048"
"2359","archaischerem","-0.0048"
"2360","archaischen","-0.0048"
"2361","archaischem","-0.0048"
"2362","archaischer","-0.0048"
"2363","arm","-0.4546"
"2364","ärmst","-0.4546"
"2365","armem","-0.4546"
"2366","armen","-0.4546"
"2367","ärmerer","-0.4546"
"2368","arme","-0.4546"
"2369","ärmeres","-0.4546"
"2370","ärmeren","-0.4546"
"2371","ärmerem","-0.4546"
"2372","armes","-0.4546"
"2373","armer","-0.4546"
"2374","ärmer","-0.4546"
"2375","ärmstes","-0.4546"
"2376","ärmster","-0.4546"
"2377","ärmste","-0.4546"
"2378","ärmsten","-0.4546"
"2379","ärmstem","-0.4546"
"2380","ärmere","-0.4546"
"2381","armselig","-0.1814"
"2382","armseligen","-0.1814"
"2383","armseligem","-0.1814"
"2384","armselige","-0.1814"
"2385","armseliges","-0.1814"
"2386","armseligst","-0.1814"
"2387","armseliger","-0.1814"
"2388","armseligste","-0.1814"
"2389","armseligster","-0.1814"
"2390","armseligstes","-0.1814"
"2391","armseligerem","-0.1814"
"2392","armseligstem","-0.1814"
"2393","armseligsten","-0.1814"
"2394","armseligeren","-0.1814"
"2395","armseligere","-0.1814"
"2396","armseligerer","-0.1814"
"2397","armseligeres","-0.1814"
"2398","arrogant","-0.4659"
"2399","arrogante","-0.4659"
"2400","arroganteste","-0.4659"
"2401","arrogantem","-0.4659"
"2402","arroganten","-0.4659"
"2403","arrogantestem","-0.4659"
"2404","arrogantesten","-0.4659"
"2405","arroganter","-0.4659"
"2406","arrogantes","-0.4659"
"2407","arrogantest","-0.4659"
"2408","arrogantester","-0.4659"
"2409","arrogantestes","-0.4659"
"2410","arroganteres","-0.4659"
"2411","arroganterer","-0.4659"
"2412","arroganteren","-0.4659"
"2413","arrogantere","-0.4659"
"2414","arroganterem","-0.4659"
"2415","attackieren","-0.0048"
"2416","attackieret","-0.0048"
"2417","attackiertet","-0.0048"
"2418","attackierest","-0.0048"
"2419","attackiertest","-0.0048"
"2420","attackiere","-0.0048"
"2421","attackier","-0.0048"
"2422","attackierten","-0.0048"
"2423","attackiert","-0.0048"
"2424","attackierst","-0.0048"
"2425","attackierte","-0.0048"
"2426","aufblasen","-0.0048"
"2427","aufblähen","-0.0048"
"2428","aufblähtet","-0.0048"
"2429","aufblähest","-0.0048"
"2430","aufbläh","-0.0048"
"2431","aufbläht","-0.0048"
"2432","aufblähe","-0.0048"
"2433","aufgebläht","-0.0048"
"2434","aufblähte","-0.0048"
"2435","aufblähet","-0.0048"
"2436","aufblähst","-0.0048"
"2437","aufblähtest","-0.0048"
"2438","aufblähten","-0.0048"
"2439","aufbringen","-0.0048"
"2440","auffallen","-0.3386"
"2441","aufgeben","-0.2098"
"2442","aufgebracht","-0.0048"
"2443","aufgebrachterem","-0.0048"
"2444","aufgebrachtest","-0.0048"
"2445","aufgebrachte","-0.0048"
"2446","aufgebrachten","-0.0048"
"2447","aufgebrachtem","-0.0048"
"2448","aufgebrachteren","-0.0048"
"2449","aufgebrachtestes","-0.0048"
"2450","aufgebrachtester","-0.0048"
"2451","aufgebrachter","-0.0048"
"2452","aufgebrachteres","-0.0048"
"2453","aufgebrachterer","-0.0048"
"2454","aufgebrachtes","-0.0048"
"2455","aufgebrachtesten","-0.0048"
"2456","aufgebrachtestem","-0.0048"
"2457","aufgebrachtere","-0.0048"
"2458","aufgebrachteste","-0.0048"
"2459","aufgeregt","-0.0048"
"2460","aufgeregteres","-0.0048"
"2461","aufgeregterer","-0.0048"
"2462","aufgeregterem","-0.0048"
"2463","aufgeregtestes","-0.0048"
"2464","aufgeregteren","-0.0048"
"2465","aufgeregtester","-0.0048"
"2466","aufgeregten","-0.0048"
"2467","aufgeregtem","-0.0048"
"2468","aufgeregtere","-0.0048"
"2469","aufgeregter","-0.0048"
"2470","aufgeregtest","-0.0048"
"2471","aufgeregtesten","-0.0048"
"2472","aufgeregtes","-0.0048"
"2473","aufgeregtestem","-0.0048"
"2474","aufgeregte","-0.0048"
"2475","aufgeregteste","-0.0048"
"2476","aufhören","-0.0142"
"2477","auflösen","-0.0412"
"2478","auflöstet","-0.0412"
"2479","auflöst","-0.0412"
"2480","auflöse","-0.0412"
"2481","auflöstest","-0.0412"
"2482","auflöste","-0.0412"
"2483","auflösten","-0.0412"
"2484","auflöset","-0.0412"
"2485","auflös","-0.0412"
"2486","aufgelöst","-0.0412"
"2487","auflösest","-0.0412"
"2488","aufregen","-0.0048"
"2489","aufregt","-0.0048"
"2490","aufrege","-0.0048"
"2491","aufregtet","-0.0048"
"2492","aufregst","-0.0048"
"2493","aufgeregt","-0.0048"
"2494","aufregte","-0.0048"
"2495","aufreget","-0.0048"
"2496","aufregtest","-0.0048"
"2497","aufregten","-0.0048"
"2498","aufreg","-0.0048"
"2499","aufregest","-0.0048"
"2500","aufreibend","-0.0048"
"2501","aufrühren","-0.0256"
"2502","aufrühr","-0.0256"
"2503","aufrührtest","-0.0256"
"2504","aufrührtet","-0.0256"
"2505","aufrühret","-0.0256"
"2506","aufrühre","-0.0256"
"2507","aufrührten","-0.0256"
"2508","aufrührte","-0.0256"
"2509","aufrührt","-0.0256"
"2510","aufgerührt","-0.0256"
"2511","aufrührst","-0.0256"
"2512","aufrührest","-0.0256"
"2513","aufschlagen","-0.04"
"2514","aufschreien","-0.043"
"2515","aufwühlen","-0.0398"
"2516","ausbeuten","-0.3215"
"2517","ausgebeutet","-0.3215"
"2518","ausbeutete","-0.3215"
"2519","ausbeutten","-0.3215"
"2520","ausbeuttest","-0.3215"
"2521","ausbeutet","-0.3215"
"2522","ausbeuteten","-0.3215"
"2523","ausbeutetest","-0.3215"
"2524","ausbeutte","-0.3215"
"2525","ausbeutetet","-0.3215"
"2526","ausbeutest","-0.3215"
"2527","ausbeut","-0.3215"
"2528","ausbeute","-0.3215"
"2529","ausbeuttet","-0.3215"
"2530","ausbrechen","-0.1819"
"2531","auseinanderfallen","-0.0048"
"2532","auseinandersetzen","-0.0584"
"2533","ausfallen","-0.3481"
"2534","ausgehungert","-0.0048"
"2535","ausgehungertster","-0.0048"
"2536","ausgehungertstes","-0.0048"
"2537","ausgehungertere","-0.0048"
"2538","ausgehungertes","-0.0048"
"2539","ausgehungerte","-0.0048"
"2540","ausgehungerter","-0.0048"
"2541","ausgehungerten","-0.0048"
"2542","ausgehungertem","-0.0048"
"2543","ausgehungerteren","-0.0048"
"2544","ausgehungertstem","-0.0048"
"2545","ausgehungertst","-0.0048"
"2546","ausgehungertsten","-0.0048"
"2547","ausgehungerterem","-0.0048"
"2548","ausgehungerterer","-0.0048"
"2549","ausgehungertste","-0.0048"
"2550","ausgehungerteres","-0.0048"
"2551","ausgestorben","-0.0389"
"2552","ausgestorbnerer","-0.0389"
"2553","ausgestorbenem","-0.0389"
"2554","ausgestorbnere","-0.0389"
"2555","ausgestorbenen","-0.0389"
"2556","ausgestorbner","-0.0389"
"2557","ausgestorbneren","-0.0389"
"2558","ausgestorbenere","-0.0389"
"2559","ausgestorbnerem","-0.0389"
"2560","ausgestorbener","-0.0389"
"2561","ausgestorbene","-0.0389"
"2562","ausgestorbenerer","-0.0389"
"2563","ausgestorbenes","-0.0389"
"2564","ausgestorbeneres","-0.0389"
"2565","ausgestorbeneren","-0.0389"
"2566","ausgestorbneres","-0.0389"
"2567","ausgestorbenster","-0.0389"
"2568","ausgestorbenstes","-0.0389"
"2569","ausgestorbenst","-0.0389"
"2570","ausgestorbenerem","-0.0389"
"2571","ausgestorbenste","-0.0389"
"2572","ausgestorbenstem","-0.0389"
"2573","ausgestorbensten","-0.0389"
"2574","ausgleiten","-0.0048"
"2575","ausgrenzen","-0.0048"
"2576","ausradieren","-0.0048"
"2577","ausradiertet","-0.0048"
"2578","ausradierest","-0.0048"
"2579","ausradierten","-0.0048"
"2580","ausradier","-0.0048"
"2581","ausradierte","-0.0048"
"2582","ausradierst","-0.0048"
"2583","ausradieret","-0.0048"
"2584","ausradiertest","-0.0048"
"2585","ausradiert","-0.0048"
"2586","ausradiere","-0.0048"
"2587","ausrotten","-0.0048"
"2588","ausrotttet","-0.0048"
"2589","ausrottten","-0.0048"
"2590","ausrottest","-0.0048"
"2591","ausrotttest","-0.0048"
"2592","ausrott","-0.0048"
"2593","ausrottet","-0.0048"
"2594","ausrotteten","-0.0048"
"2595","ausrottetest","-0.0048"
"2596","ausgerottet","-0.0048"
"2597","ausrottetet","-0.0048"
"2598","ausrotte","-0.0048"
"2599","ausrottte","-0.0048"
"2600","ausrottete","-0.0048"
"2601","ausschalten","-0.0048"
"2602","ausschaltest","-0.0048"
"2603","ausschaltte","-0.0048"
"2604","ausschaltet","-0.0048"
"2605","ausschaltetest","-0.0048"
"2606","ausschalttet","-0.0048"
"2607","ausschalt","-0.0048"
"2608","ausschalttest","-0.0048"
"2609","ausschaltetet","-0.0048"
"2610","ausschalte","-0.0048"
"2611","ausgeschaltet","-0.0048"
"2612","ausschalteten","-0.0048"
"2613","ausschaltten","-0.0048"
"2614","ausschaltete","-0.0048"
"2615","ausschließen","-0.4935"
"2616","aussetzen","-0.3413"
"2617","aussetz","-0.3413"
"2618","aussetzte","-0.3413"
"2619","aussetzest","-0.3413"
"2620","aussetztet","-0.3413"
"2621","aussetztest","-0.3413"
"2622","aussetzten","-0.3413"
"2623","aussetze","-0.3413"
"2624","ausgesetzt","-0.3413"
"2625","aussetzet","-0.3413"
"2626","aussetzt","-0.3413"
"2627","aussichtslos","-0.183"
"2628","aussichtslosestem","-0.183"
"2629","aussichtslosester","-0.183"
"2630","aussichtslosestes","-0.183"
"2631","aussichtsloseste","-0.183"
"2632","aussichtsloses","-0.183"
"2633","aussichtsloser","-0.183"
"2634","aussichtslosesten","-0.183"
"2635","aussichtsloserem","-0.183"
"2636","aussichtsloseren","-0.183"
"2637","aussichtslosen","-0.183"
"2638","aussichtsloserer","-0.183"
"2639","aussichtslosem","-0.183"
"2640","aussichtslosere","-0.183"
"2641","aussichtsloseres","-0.183"
"2642","aussichtslose","-0.183"
"2643","aussichtslosest","-0.183"
"2644","aussterben","-0.0048"
"2645","banal","-0.3166"
"2646","banaleres","-0.3166"
"2647","banalerer","-0.3166"
"2648","banaleren","-0.3166"
"2649","banalste","-0.3166"
"2650","banalsten","-0.3166"
"2651","banalstem","-0.3166"
"2652","banales","-0.3166"
"2653","banalst","-0.3166"
"2654","banaler","-0.3166"
"2655","banalere","-0.3166"
"2656","banale","-0.3166"
"2657","banalerem","-0.3166"
"2658","banalem","-0.3166"
"2659","banalen","-0.3166"
"2660","banalstes","-0.3166"
"2661","banalster","-0.3166"
"2662","barbarisch","-0.3176"
"2663","barbarischer","-0.3176"
"2664","barbarisches","-0.3176"
"2665","barbarischen","-0.3176"
"2666","barbarischem","-0.3176"
"2667","barbarischste","-0.3176"
"2668","barbarischst","-0.3176"
"2669","barbarischeren","-0.3176"
"2670","barbarischerem","-0.3176"
"2671","barbarischstes","-0.3176"
"2672","barbarischster","-0.3176"
"2673","barbarischere","-0.3176"
"2674","barbarischerer","-0.3176"
"2675","barbarische","-0.3176"
"2676","barbarischstem","-0.3176"
"2677","barbarischsten","-0.3176"
"2678","barbarischeres","-0.3176"
"2679","beanstandet","-0.333"
"2680","bedauerlich","-0.0551"
"2681","bedauerlichsten","-0.0551"
"2682","bedauerlichstem","-0.0551"
"2683","bedauerlicheres","-0.0551"
"2684","bedauerlichste","-0.0551"
"2685","bedauerlicherer","-0.0551"
"2686","bedauerlicheren","-0.0551"
"2687","bedauerlichem","-0.0551"
"2688","bedauerlicherem","-0.0551"
"2689","bedauerlichen","-0.0551"
"2690","bedauerliche","-0.0551"
"2691","bedauerliches","-0.0551"
"2692","bedauerlicher","-0.0551"
"2693","bedauerlichstes","-0.0551"
"2694","bedauerlichster","-0.0551"
"2695","bedauerlichere","-0.0551"
"2696","bedauerlichst","-0.0551"
"2697","bedauern","-0.0574"
"2698","bedauernswert","-0.0048"
"2699","bedauernswerter","-0.0048"
"2700","bedauernswertes","-0.0048"
"2701","bedauernswertere","-0.0048"
"2702","bedauernswerte","-0.0048"
"2703","bedauernswerten","-0.0048"
"2704","bedauernswerteren","-0.0048"
"2705","bedauernswerterem","-0.0048"
"2706","bedauernswertestem","-0.0048"
"2707","bedauernswertesten","-0.0048"
"2708","bedauernswertester","-0.0048"
"2709","bedauernswertestes","-0.0048"
"2710","bedauernswertest","-0.0048"
"2711","bedauernswertem","-0.0048"
"2712","bedauernswerterer","-0.0048"
"2713","bedauernswerteres","-0.0048"
"2714","bedauernswerteste","-0.0048"
"2715","bedenklich","-0.7701"
"2716","bedenklicherem","-0.7701"
"2717","bedenkliches","-0.7701"
"2718","bedenklicher","-0.7701"
"2719","bedenklicheren","-0.7701"
"2720","bedenklicheres","-0.7701"
"2721","bedenklichster","-0.7701"
"2722","bedenklichstes","-0.7701"
"2723","bedenklichste","-0.7701"
"2724","bedenklicherer","-0.7701"
"2725","bedenkliche","-0.7701"
"2726","bedenklichst","-0.7701"
"2727","bedenklichere","-0.7701"
"2728","bedenklichsten","-0.7701"
"2729","bedenklichem","-0.7701"
"2730","bedenklichstem","-0.7701"
"2731","bedenklichen","-0.7701"
"2732","bedeppert","-0.0048"
"2733","bedeppertem","-0.0048"
"2734","bedeppertere","-0.0048"
"2735","bedepperterem","-0.0048"
"2736","bedepperteren","-0.0048"
"2737","bedepperte","-0.0048"
"2738","bedepperteres","-0.0048"
"2739","bedepperten","-0.0048"
"2740","bedepperterer","-0.0048"
"2741","bedeppertesten","-0.0048"
"2742","bedepperteste","-0.0048"
"2743","bedeppertestem","-0.0048"
"2744","bedeppertest","-0.0048"
"2745","bedeppertestes","-0.0048"
"2746","bedeppertester","-0.0048"
"2747","bedepperter","-0.0048"
"2748","bedeppertes","-0.0048"
"2749","bedeutungslos","-0.6046"
"2750","bedeutungsloseste","-0.6046"
"2751","bedeutungslosesten","-0.6046"
"2752","bedeutungslosestem","-0.6046"
"2753","bedeutungsloserem","-0.6046"
"2754","bedeutungslosester","-0.6046"
"2755","bedeutungslosere","-0.6046"
"2756","bedeutungsloseres","-0.6046"
"2757","bedeutungsloseren","-0.6046"
"2758","bedeutungsloserer","-0.6046"
"2759","bedeutungslosest","-0.6046"
"2760","bedeutungslosestes","-0.6046"
"2761","bedeutungslose","-0.6046"
"2762","bedeutungslosen","-0.6046"
"2763","bedeutungslosem","-0.6046"
"2764","bedeutungsloser","-0.6046"
"2765","bedeutungsloses","-0.6046"
"2766","bedrohen","-0.3408"
"2767","bedrohten","-0.3408"
"2768","bedroht","-0.3408"
"2769","bedrohe","-0.3408"
