"candidates","Intercept","neg.x","pos.x","hashtag_count.x","URL_dummy","tweet_count","mean_pos","median_pos","var_pos","neg.y","pos.y","V2","followers_count","retweet_count","favorite_count","hashtag_count.y","party","land","opposition","extremity"
"ks_mdl",-0.0910969959258943,-0.758622667428683,0.704108464576866,0.531227288301479,1.60947621902,123,-0.640151628417562,-0.482169898868112,2.10844564677228,0.0397593495934959,0.118661788617886,0.158421138211382,1123.0325203252,0.382113821138211,2.04878048780488,0.178861788617886,"Union","Bayern",0,0.232487811374485
"liberalitasby",0.365874996000381,1.45691179429226,0.759767022655548,0.072351763643647,0.33780315802809,72,-1.25413996635746,-1.37804631324845,1.87010997956651,0.1179375,0.142195833333333,0.260133333333333,72.2222222222222,0.680555555555556,2.04166666666667,0.319444444444444,"FDP","Bayern",1,1.89901164145765
"luciaputtrich",1.37509432771442,0.101088705092311,0.207784748724212,0.17579035678579,-0.839527945218638,73,-0.801031989892493,-0.658661859361173,1.8794294529066,0.116671232876712,0.216832876712329,0.333504109589041,1188.3698630137,0.73972602739726,3.54794520547945,1.38356164383562,"Union","Hessen",0,0.433835444977118
"ludwighartmann",2.79423075135675,0.395963193190104,0.115651011726951,-0.0253311291001747,0.780234292463401,513,-0.913288220814329,-0.769930265577436,2.42282692799426,0.0471703703703704,0.128148538011696,0.175318908382066,3690.69395711501,5.59649122807018,28.4269005847953,1.90253411306043,"GRUENE","Bayern",1,0.592792613852141
"lukasschauder",0.0174496114708383,-0.258411417688412,-0.612192986169203,0.487685652607727,1.03326631832559,39,-0.996866273358079,-0.800513479113319,2.15376750200141,0.119166666666667,0.163453846153846,0.282620512820513,313.333333333333,0.897435897435897,4.71794871794872,1.74358974358974,"GRUENE","Hessen",0,0.64082183024211
"m_doeweling",-0.882715667994137,-0.0365195264513089,0.473137184537228,0.105351804716127,0.623360030297779,82,-0.739412294861356,-0.583060826459423,1.7267584411056,0.0212585365853659,0.107187804878049,0.128446341463415,364.439024390244,0.0487804878048781,0.658536585365854,2.5609756097561,"FDP","Hessen",1,0.339959927351545
"ma_pentz",2.50477433512402,0.764859296278589,0.25799239621205,-0.024081458837719,0.447777905590092,97,-0.776687949125615,-0.454105794298737,2.04386717187216,0.0304113402061856,0.225926804123711,0.256338144329897,310.814432989691,3.19587628865979,13.7010309278351,2.82474226804124,"Union","Hessen",0,0.206212072415687
"marcusbocklet",0.775615102182851,-6.73833740046029,0.589947582032306,0.325414310136437,0.42444275638944,51,-0.780483117900273,-0.55414558565721,1.92830427553498,0.0205803921568627,0.107782352941176,0.128362745098039,1277.01960784314,0.313725490196078,3.58823529411765,1.01960784313725,"GRUENE","Hessen",0,0.307077330103372
"margitwild",1.45713463134774,-0.336782206050418,0.688644217973484,0.392322500256218,0.0570354093667244,35,-1.15221536559005,-1.14989786162992,2.57035319518268,0.145102857142857,0.173165714285714,0.318268571428571,206.114285714286,0.542857142857143,4.62857142857143,0.0857142857142857,"SPD","Bayern",1,1.32226509218106
"mariusweiss",1.11804698518918,0.269539608563334,-0.52990820428693,0.279044987151534,0.833199766327155,273,-0.783203064763914,-0.581869542660117,1.73716254013575,0.108992307692308,0.115957142857143,0.224949450549451,1078.98534798535,1.43589743589744,6.12087912087912,0.948717948717949,"SPD","Hessen",1,0.338572164675494
